Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size;timestamp;usuario;bot
IU54219;Oregon;163019676;Yes;Extended;Master;2/17/11;Retired;F;19614;Suburban;Married;85;21;32;0;2;Special Auto;Special L3;Offer2;Agent;574024018;Two-Door Car;Medsize;;;
WX65636;Arizona;2646275908;No;Extended;Bachelor;2011-11-02 00:00:00;Unemployed;F;0;Suburban;Single;82;15;88;2;2;Corporate Auto;Corporate L2;Offer1;Agent;511320391;Four-Door Car;Medsize;;;
ZE71012;Nevada;2619952707;No;Basic;Bachelor;2011-06-01 00:00:00;Employed;M;20346;Suburban;Married;74;13;57;0;2;Corporate Auto;Corporate L2;Offer3;Agent;358643521;Two-Door Car;Medsize;;;
PU36617;Arizona;6470535463;No;Extended;College;2011-07-02 00:00:00;Employed;M;48638;Rural;Married;82;16;29;0;3;Personal Auto;Personal L1;Offer3;Call Center;183104441;Four-Door Car;Medsize;;;
PA18731;Oregon;9501005425;No;Basic;College;2/26/11;Employed;F;46855;Urban;Married;119;13;94;0;9;Personal Auto;Personal L3;Offer3;Branch;472391125;SUV;Small;;;
IC51895;Arizona;1097013221;No;Extended;College;2/27/11;Employed;F;38873;Suburban;Married;92;6;33;0;2;Personal Auto;Personal L2;Offer2;Branch;599811172;Two-Door Car;Medsize;;;
FU43761;Nevada;2435619979;No;Basic;Doctor;2011-09-01 00:00:00;Disabled;F;25703;Suburban;Married;62;4;64;0;1;Personal Auto;Personal L3;Offer1;Call Center;297,6;Four-Door Car;Small;;;
BG51419;Washington;4362931238;Yes;Premium;College;2011-03-01 00:00:00;Employed;M;58842;Suburban;Married;110;6;74;0;1;Corporate Auto;Corporate L1;Offer2;Branch;528;Four-Door Car;Medsize;;;
VY96711;California;1923177266;No;Premium;Master;2/19/11;Employed;F;99772;Rural;Married;158;10;38;0;2;Corporate Auto;Corporate L2;Offer2;Branch;51902587;SUV;Medsize;;;
KT97561;Arizona;8382630118;Yes;Basic;High School or Below;2011-04-02 00:00:00;Retired;M;19683;Suburban;Married;117;17;41;1;9;Personal Auto;Personal L2;Offer1;Web;561,6;Sports Car;Medsize;;;
BW80872;Washington;4434411172;No;Premium;High School or Below;1/13/11;Employed;M;34549;Rural;Married;111;8;78;0;1;Personal Auto;Personal L2;Offer2;Web;125933005;Four-Door Car;Medsize;;;
TZ81094;Nevada;2372155492;No;Basic;High School or Below;1/18/11;Medical Leave;F;19030;Suburban;Married;62;7;22;0;1;Corporate Auto;Corporate L3;Offer3;Branch;355820799;Two-Door Car;Medsize;;;
XA27536;Washington;3611183505;No;Extended;College;2/21/11;Employed;M;63329;Suburban;Divorced;92;33;87;0;1;Personal Auto;Personal L3;Offer1;Web;441,6;Four-Door Car;Medsize;;;
LR61007;Arizona;3034797717;No;Extended;High School or Below;2011-05-01 00:00:00;Employed;M;79253;Urban;Married;76;23;7;0;1;Corporate Auto;Corporate L3;Offer4;Agent;254984946;Two-Door Car;Medsize;;;
WH20102;California;9095049868;Yes;Basic;College;2011-11-01 00:00:00;Employed;M;37937;Suburban;Married;116;11;42;0;5;Personal Auto;Personal L2;Offer2;Call Center;556,8;SUV;Medsize;;;
FG60807;Oregon;488415708;No;Basic;High School or Below;2011-01-02 00:00:00;Employed;F;21766;Urban;Married;62;29;65;0;3;Corporate Auto;Corporate L3;Offer4;Agent;17914181;Four-Door Car;Medsize;;;
TV77808;Arizona;5681307056;No;Basic;High School or Below;1/13/11;Employed;M;67132;Suburban;Married;71;34;71;0;6;Corporate Auto;Corporate L2;Offer2;Branch;466371705;Four-Door Car;Large;;;
LA66902;Arizona;2458562965;No;Basic;College;2011-03-02 00:00:00;Unemployed;M;0;Suburban;Single;71;21;8;1;1;Personal Auto;Personal L2;Offer1;Agent;511,2;Two-Door Car;Medsize;;;
PA38372;Washington;9357737821;No;Premium;High School or Below;1/13/11;Employed;F;33060;Rural;Married;117;19;91;0;3;Personal Auto;Personal L2;Offer1;Branch;56731578;Four-Door Car;Medsize;;;
NX11526;Arizona;2759978287;Yes;Basic;Bachelor;2011-03-01 00:00:00;Employed;M;92296;Suburban;Married;69;4;65;0;1;Corporate Auto;Corporate L2;Offer2;Agent;331,2;Two-Door Car;Medsize;;;
HU72679;Oregon;963558373;No;Basic;Doctor;2/27/11;Employed;M;90334;Urban;Divorced;119;4;46;0;9;Corporate Auto;Corporate L3;Offer3;Branch;423785148;SUV;Medsize;;;
HC60268;Oregon;8346019875;No;Premium;College;1/23/11;Employed;M;40105;Suburban;Divorced;104;21;26;0;3;Personal Auto;Personal L2;Offer1;Web;878413622;Four-Door Car;Medsize;;;
SO18542;Oregon;837056545;No;Basic;Bachelor;1/28/11;Employed;F;33409;Suburban;Married;105;4;17;0;7;Personal Auto;Personal L3;Offer1;Agent;553553427;SUV;Medsize;;;
SM54018;California;1268942804;No;Premium;College;2011-01-02 00:00:00;Unemployed;F;0;Suburban;Single;117;4;89;1;2;Personal Auto;Personal L3;Offer1;Web;1163669865;Two-Door Car;Medsize;;;
CN22369;California;253862632;Yes;Basic;Bachelor;2/17/11;Retired;M;18608;Suburban;Divorced;71;13;24;0;1;Special Auto;Special L3;Offer2;Web;340,8;Four-Door Car;Medsize;;;
WY17333;California;4732219556;No;Basic;High School or Below;1/23/11;Employed;M;55385;Suburban;Single;61;7;22;0;3;Personal Auto;Personal L3;Offer1;Branch;292,8;Four-Door Car;Medsize;;;
LP76290;Oregon;8246830811;No;Premium;Master;1/30/11;Employed;M;62588;Suburban;Single;104;21;22;0;3;Special Auto;Special L2;Offer4;Web;499,2;Four-Door Car;Medsize;;;
UF93434;Oregon;2548393565;No;Basic;College;2/13/11;Employed;F;22050;Suburban;Divorced;66;9;47;0;1;Personal Auto;Personal L3;Offer3;Call Center;316,8;Four-Door Car;Medsize;;;
VW70435;Oregon;4929549699;Yes;Basic;Bachelor;1/26/11;Employed;M;25632;Suburban;Married;63;27;52;0;7;Personal Auto;Personal L3;Offer2;Call Center;351270869;Two-Door Car;Medsize;;;
AV96010;Oregon;3289120863;No;Extended;College;1/29/11;Employed;M;40097;Rural;Single;92;23;35;4;1;Personal Auto;Personal L2;Offer1;Call Center;227221652;Two-Door Car;Medsize;;;
DX70966;Nevada;2771045031;Yes;Basic;College;2011-11-01 00:00:00;Employed;F;50071;Rural;Single;71;3;32;0;1;Personal Auto;Personal L2;Offer2;Agent;18918935;Two-Door Car;Medsize;;;
VW65429;Arizona;6899709949;No;Extended;High School or Below;1/20/11;Employed;M;37308;Urban;Married;86;19;69;0;9;Personal Auto;Personal L2;Offer1;Agent;301011106;Four-Door Car;Medsize;;;
LY17372;Arizona;5112306584;No;Extended;College;2/28/11;Employed;M;44743;Suburban;Divorced;137;16;55;4;1;Personal Auto;Personal L3;Offer1;Branch;741300032;SUV;Small;;;
BE61743;Washington;4109793608;No;Basic;Bachelor;1/28/11;Employed;M;86657;Urban;Married;103;22;51;0;1;Personal Auto;Personal L3;Offer3;Web;316227946;Sports Car;Small;;;
GP56044;Washington;2744061101;No;Extended;High School or Below;1/22/11;Employed;M;84306;Suburban;Married;137;16;37;0;2;Personal Auto;Personal L3;Offer2;Agent;863413385;SUV;Large;;;
EA63660;California;2095760504;No;Basic;College;1/24/11;Unemployed;F;0;Suburban;Single;118;29;45;0;2;Personal Auto;Personal L3;Offer1;Agent;566,4;SUV;Medsize;;;
DP50640;California;2548842787;No;Basic;Bachelor;2011-05-01 00:00:00;Employed;M;47346;Suburban;Married;65;6;35;0;1;Personal Auto;Personal L3;Offer2;Call Center;312;Four-Door Car;Small;;;
MM45897;Nevada;2714654446;No;Basic;Bachelor;2011-12-02 00:00:00;Employed;M;88545;Suburban;Married;68;25;33;0;1;Personal Auto;Personal L3;Offer3;Call Center;374108319;Four-Door Car;Large;;;
OZ86942;California;5790462518;No;Basic;Bachelor;1/31/11;Employed;F;52443;Suburban;Married;73;0;47;1;4;Corporate Auto;Corporate L3;Offer2;Agent;350,4;Four-Door Car;Medsize;;;
WI65397;Oregon;762731479;No;Extended;Bachelor;2/17/11;Employed;F;36084;Rural;Divorced;99;3;9;1;7;Corporate Auto;Corporate L2;Offer1;Agent;152779038;Two-Door Car;Medsize;;;
OQ69520;Arizona;7903993374;No;Basic;Master;2011-03-02 00:00:00;Employed;F;35406;Rural;Divorced;69;13;15;4;2;Corporate Auto;Corporate L3;Offer1;Agent;67504452;Four-Door Car;Small;;;
QK12068;Oregon;5293717318;No;Basic;High School or Below;1/17/11;Unemployed;F;0;Suburban;Single;74;14;43;0;4;Personal Auto;Personal L3;Offer4;Agent;712126586;Four-Door Car;Small;;;
KF98735;California;3673990748;No;Extended;Bachelor;1/31/11;Employed;M;41185;Urban;Married;99;20;6;4;1;Special Auto;Special L3;Offer2;Agent;363613596;Four-Door Car;Medsize;;;
BH28530;California;2159210096;No;Premium;High School or Below;1/15/11;Employed;M;51204;Suburban;Married;181;28;23;0;2;Personal Auto;Personal L2;Offer4;Web;929554445;Sports Car;Medsize;;;
DW62043;Oregon;2452059049;No;Basic;College;2011-05-02 00:00:00;Employed;F;30216;Suburban;Divorced;63;18;74;0;1;Corporate Auto;Corporate L3;Offer2;Call Center;302,4;Four-Door Car;Medsize;;;
AF41118;California;7255714453;No;Extended;College;2011-05-01 00:00:00;Medical Leave;M;10710;Suburban;Married;94;12;33;0;7;Personal Auto;Personal L2;Offer1;Branch;451,2;Two-Door Car;Small;;;
KI82366;Arizona;7412962014;No;Premium;College;1/13/11;Unemployed;M;0;Suburban;Single;112;32;74;0;5;Personal Auto;Personal L3;Offer4;Call Center;806,4;Four-Door Car;Medsize;;;
GF97506;Nevada;9048983447;Yes;Basic;High School or Below;1/24/11;Unemployed;M;0;Suburban;Married;119;9;8;0;3;Personal Auto;Personal L2;Offer2;Web;571,2;Sports Car;Medsize;;;
UQ62739;Oregon;4270034394;Yes;Extended;College;1/19/11;Unemployed;M;0;Suburban;Married;122;27;2;0;1;Corporate Auto;Corporate L3;Offer2;Agent;725870693;SUV;Medsize;;;
WY58555;Oregon;4929549699;Yes;Basic;Bachelor;1/26/11;Employed;M;25632;Suburban;Married;63;27;52;0;7;Personal Auto;Personal L3;Offer2;Call Center;351270869;Two-Door Car;Medsize;;;
PU11172;Oregon;353997159;No;Extended;High School or Below;2011-10-01 00:00:00;Unemployed;F;0;Suburban;Single;99;13;87;0;1;Personal Auto;Personal L3;Offer1;Web;1158858027;Four-Door Car;Medsize;;;
DN30013;Oregon;5568889245;No;Basic;College;1/16/11;Employed;F;53295;Urban;Married;70;12;97;0;8;Personal Auto;Personal L3;Offer3;Branch;250423844;Four-Door Car;Small;;;
ZI60303;Oregon;9817026936;No;Extended;High School or Below;1/28/11;Unemployed;M;0;Suburban;Single;139;9;22;0;6;Personal Auto;Personal L2;Offer3;Branch;1000,8;Sports Car;Medsize;;;
MR56401;Oregon;2542845763;No;Basic;College;2/13/11;Employed;F;37072;Suburban;Married;64;1;1;0;1;Personal Auto;Personal L3;Offer3;Call Center;307,2;Four-Door Car;Large;;;
FM14335;Washington;1048491535;Yes;Extended;College;2011-01-02 00:00:00;Employed;F;61108;Rural;Divorced;89;22;93;0;2;Personal Auto;Personal L1;Offer2;Agent;49451117;Four-Door Car;Medsize;;;
FK54851;California;6310400194;No;Extended;High School or Below;1/31/11;Employed;M;79880;Suburban;Married;79;22;68;1;7;Personal Auto;Personal L3;Offer2;Branch;568,8;Two-Door Car;Medsize;;;
YF38355;Washington;8106221539;No;Basic;Master;2/25/11;Employed;M;81580;Suburban;Divorced;101;2;56;0;6;Personal Auto;Personal L3;Offer2;Web;633439417;SUV;Medsize;;;
TN39471;Arizona;3398007367;No;Extended;High School or Below;2011-08-02 00:00:00;Unemployed;F;0;Suburban;Married;92;7;75;0;1;Personal Auto;Personal L2;Offer4;Agent;611844584;Two-Door Car;Medsize;;;
MT53449;Arizona;163019676;Yes;Extended;Master;2/17/11;Retired;F;19614;Suburban;Married;85;21;32;0;2;Personal Auto;Personal L3;Offer2;Agent;574024018;Two-Door Car;Medsize;;;
DV22542;California;2722408776;No;Basic;High School or Below;1/27/11;Employed;M;58620;Urban;Divorced;68;8;60;0;1;Personal Auto;Personal L3;Offer2;Branch;292135884;Two-Door Car;Large;;;
TO82744;California;1578965496;No;Extended;High School or Below;2011-04-01 00:00:00;Unemployed;F;0;Suburban;Single;212;28;51;0;4;Personal Auto;Personal L3;Offer3;Agent;1526,4;Luxury SUV;Large;;;
OG17756;Arizona;4904894731;Yes;Extended;College;2/14/11;Retired;F;12902;Suburban;Divorced;139;3;51;0;1;Personal Auto;Personal L2;Offer1;Agent;667,2;Sports Car;Medsize;;;
DO51363;Oregon;3785754787;No;Extended;Bachelor;2011-04-02 00:00:00;Employed;F;26318;Suburban;Married;96;23;29;0;1;Personal Auto;Personal L1;Offer2;Call Center;679392372;Two-Door Car;Medsize;;;
BJ26599;Oregon;4200818894;No;Basic;Bachelor;2011-02-01 00:00:00;Retired;M;20263;Suburban;Single;63;31;2;0;7;Personal Auto;Personal L3;Offer1;Agent;373454457;Four-Door Car;Small;;;
LX24476;Oregon;3619060986;No;Extended;Bachelor;1/24/11;Unemployed;F;0;Urban;Married;98;27;47;0;1;Personal Auto;Personal L3;Offer2;Web;310842085;Four-Door Car;Medsize;;;
IO63361;Arizona;4880713626;No;Extended;College;2/16/11;Employed;M;52819;Rural;Divorced;124;16;89;0;1;Personal Auto;Personal L1;Offer1;Branch;282500791;SUV;Medsize;;;
SD30853;Oregon;1268715484;No;Basic;College;2011-07-02 00:00:00;Employed;F;63918;Suburban;Single;64;4;14;0;2;Personal Auto;Personal L1;Offer3;Agent;307,2;Four-Door Car;Small;;;
OJ41819;Oregon;484890183;No;Basic;College;2011-02-02 00:00:00;Unemployed;F;0;Suburban;Divorced;66;11;60;0;3;Personal Auto;Personal L1;Offer3;Call Center;316,8;Four-Door Car;Small;;;
MO63575;Oregon;4334064096;Yes;Extended;Bachelor;2/27/11;Retired;F;23904;Suburban;Single;123;1;67;3;1;Corporate Auto;Corporate L3;Offer1;Agent;590,4;SUV;Medsize;;;
BV16459;Oregon;6677418103;No;Extended;College;2/22/11;Unemployed;M;0;Urban;Married;97;10;77;1;9;Personal Auto;Personal L3;Offer3;Call Center;25163901;Two-Door Car;Medsize;;;
YV93784;Arizona;8973110905;No;Basic;Master;2/21/11;Employed;F;69736;Urban;Married;111;11;7;0;3;Personal Auto;Personal L3;Offer1;Branch;424424732;SUV;Medsize;;;
UF32055;California;7109296548;No;Premium;Bachelor;2011-10-02 00:00:00;Employed;M;69700;Urban;Divorced;181;9;49;0;1;Personal Auto;Personal L2;Offer2;Web;645921338;SUV;Medsize;;;
UQ16798;Arizona;1020892761;Yes;Extended;College;2/14/11;Employed;F;35482;Suburban;Married;129;21;59;0;3;Personal Auto;Personal L2;Offer1;Branch;619,2;SUV;Medsize;;;
LS59637;Arizona;2719506996;Yes;Basic;College;1/24/11;Retired;F;14030;Suburban;Married;72;11;3;0;1;Corporate Auto;Corporate L2;Offer2;Branch;345,6;Two-Door Car;Large;;;
TX35617;California;4465604359;No;Basic;Bachelor;1/22/11;Employed;F;50909;Urban;Married;112;11;39;0;1;Personal Auto;Personal L3;Offer2;Branch;339048157;SUV;Medsize;;;
EX89625;Arizona;5593434009;No;Basic;Bachelor;2011-10-01 00:00:00;Employed;F;96406;Suburban;Married;69;16;64;0;8;Personal Auto;Personal L1;Offer2;Web;331,2;Two-Door Car;Medsize;;;
FD11364;Oregon;6768997027;No;Extended;Bachelor;1/31/11;Employed;F;77001;Suburban;Single;85;4;58;0;3;Special Auto;Special L3;Offer2;Call Center;408;Four-Door Car;Medsize;;;
FA90076;Oregon;2454589361;No;Basic;Bachelor;2011-07-02 00:00:00;Unemployed;F;0;Suburban;Single;72;25;4;0;1;Personal Auto;Personal L3;Offer2;Branch;518,4;Two-Door Car;Medsize;;;
BG96711;California;2576380679;No;Basic;Bachelor;2011-11-01 00:00:00;Employed;M;24732;Suburban;Divorced;67;4;49;0;1;Corporate Auto;Corporate L3;Offer2;Branch;321,6;Four-Door Car;Small;;;
PW31239;Oregon;4282947971;Yes;Basic;College;2/26/11;Employed;F;40864;Rural;Married;109;16;70;1;1;Personal Auto;Personal L3;Offer1;Agent;166937747;SUV;Medsize;;;
MD95935;California;5845426201;No;Basic;Bachelor;2011-11-01 00:00:00;Employed;F;43145;Suburban;Married;73;1;0;0;6;Corporate Auto;Corporate L3;Offer3;Web;516421124;Two-Door Car;Medsize;;;
UL10037;Oregon;1048491535;Yes;Extended;College;2011-01-02 00:00:00;Employed;F;61108;Rural;Divorced;89;22;93;0;2;Corporate Auto;Corporate L1;Offer2;Agent;49451117;Four-Door Car;Medsize;;;
RE67051;California;5509377781;No;Basic;Bachelor;2011-11-02 00:00:00;Employed;M;34236;Suburban;Married;70;3;87;0;8;Corporate Auto;Corporate L2;Offer1;Agent;336;Four-Door Car;Small;;;
SB44315;Arizona;3011344686;No;Extended;College;2011-02-02 00:00:00;Employed;M;39010;Suburban;Married;78;27;99;2;1;Personal Auto;Personal L3;Offer1;Agent;374,4;Four-Door Car;Medsize;;;
OX21474;California;2698355517;No;Basic;High School or Below;1/23/11;Employed;M;88867;Suburban;Single;69;6;2;1;1;Personal Auto;Personal L1;Offer3;Web;331,2;Four-Door Car;Medsize;;;
HN60464;California;6105801637;No;Extended;Bachelor;2/16/11;Unemployed;M;0;Urban;Married;84;0;57;0;5;Personal Auto;Personal L2;Offer3;Branch;395740207;Four-Door Car;Medsize;;;
TJ51874;Washington;8558038795;No;Basic;High School or Below;2/13/11;Medical Leave;M;13908;Suburban;Married;116;12;74;2;8;Corporate Auto;Corporate L3;Offer1;Web;804130779;SUV;Medsize;;;
PB63095;Washington;5568947534;Yes;Extended;High School or Below;2011-01-01 00:00:00;Unemployed;M;0;Suburban;Single;79;21;53;1;7;Personal Auto;Personal L2;Offer1;Agent;407440238;Two-Door Car;Medsize;;;
VR81851;Oregon;1104229006;No;Basic;College;1/25/11;Unemployed;F;0;Suburban;Single;64;14;91;0;2;Personal Auto;Personal L3;Offer2;Agent;415803174;Four-Door Car;Medsize;;;
DP13082;California;235946802;Yes;Basic;Bachelor;1/31/11;Employed;M;76358;Rural;Married;66;25;3;0;2;Personal Auto;Personal L3;Offer3;Agent;86461582;Four-Door Car;Medsize;;;
LP34743;Oregon;4726869327;Yes;Extended;Bachelor;2011-10-01 00:00:00;Medical Leave;F;13037;Suburban;Married;124;28;49;0;1;Personal Auto;Personal L3;Offer2;Agent;839348464;SUV;Small;;;
GO75708;Arizona;6054488387;No;Extended;Master;2011-06-02 00:00:00;Disabled;F;17200;Rural;Married;83;5;62;4;8;Personal Auto;Personal L2;Offer1;Branch;48780064;Four-Door Car;Medsize;;;
UD99460;Washington;9654523307;No;Extended;Bachelor;2011-09-01 00:00:00;Employed;M;67772;Suburban;Single;82;29;27;0;2;Personal Auto;Personal L1;Offer4;Branch;502580472;Four-Door Car;Medsize;;;
MJ77630;Oregon;4715562558;No;Extended;High School or Below;2011-10-02 00:00:00;Employed;M;39891;Urban;Married;133;12;31;0;2;Personal Auto;Personal L3;Offer1;Agent;630888663;SUV;Medsize;;;
OO49507;Washington;4530385427;No;Basic;Doctor;2011-03-02 00:00:00;Employed;F;52957;Urban;Married;112;14;92;0;1;Personal Auto;Personal L2;Offer1;Branch;425423198;Sports Car;Medsize;;;
GB12561;Oregon;7276340609;No;Basic;College;2/27/11;Unemployed;F;0;Suburban;Single;108;11;84;2;3;Corporate Auto;Corporate L3;Offer1;Agent;777,6;Sports Car;Medsize;;;
PW69692;Oregon;3861486269;Yes;Extended;College;2011-06-01 00:00:00;Employed;F;93272;Urban;Married;95;3;54;0;1;Personal Auto;Personal L2;Offer2;Branch;281110788;Four-Door Car;Medsize;;;
SM36624;Arizona;7054776317;No;Extended;High School or Below;1/23/11;Unemployed;M;0;Suburban;Single;207;32;96;0;1;Personal Auto;Personal L3;Offer2;Call Center;1490,4;Luxury SUV;Medsize;;;
DA61021;California;1516704402;No;Basic;Master;2011-04-01 00:00:00;Employed;M;40467;Urban;Married;197;1;84;3;3;Personal Auto;Personal L2;Offer1;Agent;51878464;Luxury SUV;Medsize;;;
KJ72146;Oregon;7126471703;No;Basic;Bachelor;1/20/11;Employed;M;30895;Suburban;Divorced;62;10;35;0;2;Personal Auto;Personal L2;Offer4;Web;297,6;Four-Door Car;Small;;;
XJ61632;Oregon;2034993043;No;Basic;Bachelor;1/16/11;Unemployed;M;0;Suburban;Single;62;29;59;2;1;Personal Auto;Personal L1;Offer1;Web;446,4;Four-Door Car;Medsize;;;
CO23919;Oregon;307188124;No;Basic;Bachelor;2011-10-01 00:00:00;Employed;F;90607;Rural;Single;109;1;48;0;2;Special Auto;Special L2;Offer2;Agent;243467617;SUV;Medsize;;;
PV24005;Oregon;4221312544;No;Basic;High School or Below;2011-08-02 00:00:00;Unemployed;M;0;Suburban;Single;62;12;68;0;3;Personal Auto;Personal L1;Offer3;Web;614081483;Four-Door Car;Small;;;
YD22081;Arizona;9701027271;No;Extended;College;1/13/11;Employed;F;45668;Urban;Married;80;7;55;0;2;Personal Auto;Personal L3;Offer2;Branch;344767795;Four-Door Car;Medsize;;;
SG51259;California;4502867562;No;Extended;High School or Below;2011-05-01 00:00:00;Unemployed;F;0;Suburban;Single;129;10;11;0;1;Personal Auto;Personal L1;Offer1;Agent;1486410662;SUV;Medsize;;;
OK31456;California;1100913049;Yes;Premium;Bachelor;1/24/11;Employed;F;51643;Suburban;Single;283;16;43;0;1;Corporate Auto;Corporate L3;Offer2;Agent;1358,4;Luxury Car;Medsize;;;
UN38117;California;2713560376;No;Basic;College;1/16/11;Unemployed;F;0;Urban;Married;74;35;77;0;1;Personal Auto;Personal L3;Offer4;Call Center;299635989;Four-Door Car;Medsize;;;
TN17395;California;221035072;Yes;Basic;College;1/30/11;Unemployed;M;0;Suburban;Married;102;35;48;0;2;Personal Auto;Personal L3;Offer1;Branch;489,6;SUV;Medsize;;;
UO49439;Oregon;5633531703;No;Basic;College;1/21/11;Employed;M;90289;Rural;Divorced;71;9;10;1;3;Personal Auto;Personal L1;Offer1;Agent;22193348;Four-Door Car;Medsize;;;
JK13254;Oregon;4237370769;No;Basic;Bachelor;1/17/11;Retired;M;29465;Suburban;Married;118;24;49;1;1;Personal Auto;Personal L3;Offer1;Web;566,4;SUV;Medsize;;;
BL29240;Oregon;2858287371;No;Basic;Bachelor;2011-04-02 00:00:00;Employed;M;81893;Rural;Married;73;20;70;3;1;Corporate Auto;Corporate L2;Offer2;Call Center;151381353;Four-Door Car;Medsize;;;
IP81759;Nevada;9366816281;No;Extended;High School or Below;2011-06-01 00:00:00;Employed;M;60613;Suburban;Single;240;3;52;0;1;Personal Auto;Personal L1;Offer4;Call Center;1152;Luxury Car;Small;;;
DY18947;Arizona;9152489511;No;Premium;High School or Below;2/21/11;Employed;F;60423;Rural;Married;114;23;44;0;9;Personal Auto;Personal L3;Offer1;Call Center;137611531;Four-Door Car;Medsize;;;
PY98041;Oregon;5406876611;No;Basic;Bachelor;1/20/11;Employed;M;27166;Suburban;Single;71;29;51;0;5;Personal Auto;Personal L3;Offer2;Web;340,8;Four-Door Car;Medsize;;;
GP99578;Nevada;7086176012;No;Basic;High School or Below;1/13/11;Unemployed;F;0;Suburban;Single;196;10;38;0;1;Personal Auto;Personal L3;Offer1;Branch;1644690622;Luxury SUV;Medsize;;;
QB15706;Washington;1728855405;No;Premium;College;2/15/11;Unemployed;F;0;Suburban;Married;158;3;10;0;2;Special Auto;Special L3;Offer3;Agent;758,4;SUV;Small;;;
PY42157;Washington;2472253893;No;Basic;High School or Below;1/27/11;Employed;F;62006;Suburban;Married;61;31;96;0;1;Personal Auto;Personal L2;Offer4;Agent;292,8;Four-Door Car;Large;;;
